
epoch: 0 | Loss: 0.0422 | Acc: 0.8641
epoch: 1 | Loss: 0.0577 | Acc: 0.9702
epoch: 2 | Loss: 0.0115 | Acc: 0.9861
epoch: 3 | Loss: 0.0060 | Acc: 0.9855
epoch: 4 | Loss: 0.0010 | Acc: 0.9945
epoch: 5 | Loss: 0.0056 | Acc: 0.9950
epoch: 6 | Loss: 0.0103 | Acc: 0.9923
epoch: 7 | Loss: 0.0129 | Acc: 0.9939
epoch: 8 | Loss: 0.0196 | Acc: 0.9952
